IndexHour,visits
657,139934300
658,139934200
659,139934100
660,139934000
661,139933900
662,139933800
663,139933700
664,139933600
665,139933500
666,139933400
667,139933300
668,139933200
669,139933100
670,139933000
671,139932900
672,139932800
673,139932700
674,139932600
675,139932500
676,139932400
677,139932300
678,139932200
679,139932100
680,139932000
681,139931900
682,139931800
683,139931700
684,139931600
685,139931500
686,139931400
687,139931300
688,139931200
689,139931100
690,139931000
691,139930900
692,139930800
693,139930700
694,139930600
695,139930500
696,139930400
697,139930300
698,139930200
699,139930100
700,139930000
701,139929900
702,139929800
703,139929700
704,139929600
705,139929500
706,139929400
707,139929300
708,139929200
709,139929100
710,139929000
711,139928900
712,139928800
713,139928700
714,139928600
715,139928500
716,139928400
717,139928300
718,139928200
719,139928100
720,139928000
721,139927900
722,139927800
723,139927700
724,139927600
725,139927500
726,139927400
727,139927300
728,139927200
729,139927100
730,139927000
731,139926900
732,139926800
733,139926700
734,139926600
735,139926500
736,139926400
737,139926300
738,139926200
739,139926100
740,139926000
741,139925900
742,139925800
743,139925700
744,139925600
745,139925500
746,139925400
747,139925300
748,139925200
749,139925100
750,139925000
751,139924900
752,139924800
753,139924700
754,139924600
755,139924500
756,139924400
757,139924300
758,139924200
759,139924100
760,139924000
761,139923900
762,139923800
763,139923700
764,139923600
765,139923500
766,139923400
767,139923300
768,139923200
769,139923100
770,139923000
771,139922900
772,139922800
773,139922700
774,139922600
775,139922500
776,139922400
777,139922300
778,139922200
779,139922100
780,139922000
781,139921900
782,139921800
783,139921700
784,139921600
785,139921500
786,139921400
787,139921300
788,139921200
789,139921100
790,139921000
791,139920900
792,139920800
793,139920700
794,139920600
795,139920500
796,139920400
797,139920300
798,139920200
799,139920100
800,139920000
801,139919900
802,139919800
803,139919700
804,139919600
805,139919500
806,139919400
807,139919300
808,139919200
809,139919100
810,139919000
811,139918900
812,139918800
813,139918700
814,139918600
815,139918500
816,139918400
817,139918300
818,139918200
819,139918100
820,139918000
821,139917900
822,139917800
823,139917700
824,139917600
825,139917500
826,139917400
827,139917300
828,139917200
829,139917100
830,139917000
831,139916900
832,139916800
833,139916700
834,139916600
835,139916500
836,139916400
837,139916300
838,139916200
839,139916100
840,139916000
841,139915900
842,139915800
843,139915700
844,139915600
845,139915500
846,139915400
847,139915300
848,139915200
849,139915100
850,139915000
851,139914900
852,139914800
853,139914700
854,139914600
855,139914500
856,139914400
857,139914300
858,139914200
859,139914100
860,139914000
861,139913900
862,139913800
863,139913700
864,139913600
865,139913500
866,139913400
867,139913300
868,139913200
869,139913100
870,139913000
871,139912900
872,139912800
873,139912700
874,139912600
875,139912500
876,139912400
877,139912300
878,139912200
879,139912100
880,139912000
881,139911900
882,139911800
883,139911700
884,139911600
885,139911500
886,139911400
887,139911300
888,139911200
889,139911100
890,139911000
891,139910900
892,139910800
893,139910700
894,139910600
895,139910500
896,139910400
897,139910300
898,139910200
899,139910100
900,139910000
901,139909900
902,139909800
903,139909700
904,139909600
905,139909500
906,139909400
907,139909300
908,139909200
909,139909100
910,139909000
911,139908900
912,139908800
913,139908700
914,139908600
915,139908500
916,139908400
917,139908300
918,139908200
919,139908100
920,139908000
921,139907900
922,139907800
923,139907700
924,139907600
925,139907500
926,139907400
927,139907300
928,139907200
929,139907100
930,139907000
931,139906900
932,139906800
933,139906700
934,139906600
935,139906500
936,139906400
937,139906300
938,139906200
939,139906100
940,139906000
941,139905900
942,139905800
943,139905700
944,139905600
945,139905500
946,139905400
947,139905300
948,139905200
949,139905100
950,139905000
951,139904900
952,139904800
953,139904700
954,139904600
955,139904500
956,139904400
957,139904300
958,139904200
959,139904100
960,139904000
961,139903900
962,139903800
963,139903700
964,139903600
965,139903500
966,139903400
967,139903300
968,139903200
969,139903100
970,139903000
971,139902900
972,139902800
973,139902700
974,139902600
975,139902500
976,139902400
977,139902300
978,139902200
979,139902100
980,139902000
981,139901900
982,139901800
983,139901700
984,139901600
985,139901500
986,139901400
987,139901300
988,139901200
989,139901100
990,139901000
991,139900900
992,139900800
993,139900700
994,139900600
995,139900500
996,139900400
997,139900300
998,139900200
999,139900100
1000,139900000
1001,139899900
1002,139899800
1003,139899700
1004,139899600
1005,139899500
1006,139899400
1007,139899300
1008,139899200
1009,139899100
1010,139899000
1011,139898900
1012,139898800
1013,139898700
1014,139898600
1015,139898500
1016,139898400
1017,139898300
1018,139898200
1019,139898100
1020,139898000
1021,139897900
1022,139897800
1023,139897700
1024,139897600
1025,139897500
1026,139897400
1027,139897300
1028,139897200
1029,139897100
1030,139897000
1031,139896900
1032,139896800
1033,139896700
1034,139896600
1035,139896500
1036,139896400
1037,139896300
1038,139896200
1039,139896100
1040,139896000
1041,139895900
1042,139895800
1043,139895700
1044,139895600
1045,139895500
1046,139895400
1047,139895300
1048,139895200
1049,139895100
1050,139895000
1051,139894900
1052,139894800
1053,139894700
1054,139894600
1055,139894500
1056,139894400
1057,139894300
1058,139894200
1059,139894100
1060,139894000
1061,139893900
1062,139893800
1063,139893700
1064,139893600
1065,139893500
1066,139893400
1067,139893300
1068,139893200
1069,139893100
1070,139893000
1071,139892900
1072,139892800
1073,139892700
1074,139892600
1075,139892500
1076,139892400
1077,139892300
1078,139892200
1079,139892100
1080,139892000
1081,139891900
1082,139891800
1083,139891700
1084,139891600
1085,139891500
1086,139891400
1087,139891300
1088,139891200
1089,139891100
1090,139891000
1091,139890900
1092,139890800
1093,139890700
1094,139890600
1095,139890500
1096,139890400
1097,139890300
1098,139890200
1099,139890100
1100,139890000
1101,139889900
1102,139889800
1103,139889700
1104,139889600
1105,139889500
1106,139889400
1107,139889300
1108,139889200
1109,139889100
1110,139889000
1111,139888900
1112,139888800
1113,139888700
1114,139888600
1115,139888500
1116,139888400
1117,139888300
1118,139888200
1119,139888100
1120,139888000
1121,139887900
1122,139887800
1123,139887700
1124,139887600
1125,139887500
1126,139887400
1127,139887300
1128,139887200
1129,139887100
1130,139887000
1131,139886900
1132,139886800
1133,139886700
1134,139886600
1135,139886500
1136,139886400
1137,139886300
1138,139886200
1139,139886100
1140,139886000
1141,139885900
1142,139885800
1143,139885700
1144,139885600
1145,139885500
1146,139885400
1147,139885300
1148,139885200
1149,139885100
1150,139885000
1151,139884900
1152,139884800
1153,139884700
1154,139884600
1155,139884500
1156,139884400
1157,139884300
1158,139884200
1159,139884100
1160,139884000
1161,139883900
1162,139883800
1163,139883700
1164,139883600
1165,139883500
1166,139883400
1167,139883300
1168,139883200
1169,139883100
1170,139883000
1171,139882900
1172,139882800
1173,139882700
1174,139882600
1175,139882500
1176,139882400
1177,139882300
1178,139882200
1179,139882100
1180,139882000
1181,139881900
1182,139881800
1183,139881700
1184,139881600
1185,139881500
1186,139881400
1187,139881300
1188,139881200
1189,139881100
1190,139881000
1191,139880900
1192,139880800
1193,139880700
1194,139880600
1195,139880500
1196,139880400
1197,139880300
1198,139880200
1199,139880100
1200,139880000
1201,139879900
1202,139879800
1203,139879700
1204,139879600
1205,139879500
1206,139879400
1207,139879300
1208,139879200
1209,139879100
1210,139879000
1211,139878900
1212,139878800
1213,139878700
1214,139878600
1215,139878500
1216,139878400
1217,139878300
1218,139878200
1219,139878100
1220,139878000
1221,139877900
1222,139877800
1223,139877700
1224,139877600
1225,139877500
1226,139877400
1227,139877300
1228,139877200
1229,139877100
1230,139877000
1231,139876900
1232,139876800
1233,139876700
1234,139876600
1235,139876500
1236,139876400
1237,139876300
1238,139876200
1239,139876100
1240,139876000
1241,139875900
1242,139875800
1243,139875700
1244,139875600
1245,139875500
1246,139875400
1247,139875300
1248,139875200
1249,139875100
1250,139875000
1251,139874900
1252,139874800
1253,139874700
1254,139874600
1255,139874500
1256,139874400
1257,139874300
1258,139874200
1259,139874100
1260,139874000
1261,139873900
1262,139873800
1263,139873700
1264,139873600
1265,139873500
1266,139873400
1267,139873300
1268,139873200
1269,139873100
1270,139873000
1271,139872900
1272,139872800
1273,139872700
1274,139872600
1275,139872500
1276,139872400
1277,139872300
1278,139872200
1279,139872100
1280,139872000
1281,139871900
1282,139871800
1283,139871700
1284,139871600
1285,139871500
1286,139871400
1287,139871300
1288,139871200
1289,139871100
1290,139871000
1291,139870900
1292,139870800
1293,139870700
1294,139870600
1295,139870500
1296,139870400
1297,139870300
1298,139870200
1299,139870100
1300,139870000
1301,139869900
1302,139869800
1303,139869700
1304,139869600
1305,139869500
1306,139869400
1307,139869300
1308,139869200
1309,139869100
1310,139869000
1311,139868900
1312,139868800
1313,139868700
1314,139868600
1315,139868500
1316,139868400
1317,139868300
1318,139868200
1319,139868100
1320,139868000
1321,139867900
1322,139867800
1323,139867700
1324,139867600
1325,139867500
1326,139867400
1327,139867300
1328,139867200
1329,139867100
1330,139867000
1331,139866900
1332,139866800
1333,139866700
1334,139866600
1335,139866500
1336,139866400
1337,139866300
1338,139866200
1339,139866100
1340,139866000
1341,139865900
1342,139865800
1343,139865700
1344,139865600
1345,139865500
1346,139865400
1347,139865300
1348,139865200
1349,139865100
1350,139865000
1351,139864900
1352,139864800
1353,139864700
1354,139864600
1355,139864500
1356,139864400
1357,139864300
1358,139864200
1359,139864100
1360,139864000
1361,139863900
1362,139863800
1363,139863700
1364,139863600
1365,139863500
1366,139863400
1367,139863300
1368,139863200
1369,139863100
1370,139863000
1371,139862900
1372,139862800
1373,139862700
1374,139862600
1375,139862500
1376,139862400
1377,139862300
1378,139862200
1379,139862100
1380,139862000
1381,139861900
1382,139861800
1383,139861700
1384,139861600
1385,139861500
1386,139861400
1387,139861300
1388,139861200
1389,139861100
1390,139861000
1391,139860900
1392,139860800
1393,139860700
1394,139860600
1395,139860500
1396,139860400
1397,139860300
1398,139860200
1399,139860100
1400,139860000
1401,139859900
1402,139859800
1403,139859700
1404,139859600
1405,139859500
1406,139859400
1407,139859300
1408,139859200
1409,139859100
1410,139859000
1411,139858900
1412,139858800
1413,139858700
1414,139858600
1415,139858500
1416,139858400
1417,139858300
1418,139858200
1419,139858100
1420,139858000
1421,139857900
1422,139857800
1423,139857700
1424,139857600
1425,139857500
1426,139857400
1427,139857300
1428,139857200
1429,139857100
1430,139857000
1431,139856900
1432,139856800
1433,139856700
1434,139856600
1435,139856500
1436,139856400
1437,139856300
1438,139856200
1439,139856100
1440,139856000
1441,139855900
1442,139855800
1443,139855700
1444,139855600
1445,139855500
1446,139855400
1447,139855300
1448,139855200
1449,139855100
1450,139855000
1451,139854900
1452,139854800
1453,139854700
1454,139854600
1455,139854500
1456,139854400
1457,139854300
1458,139854200
1459,139854100
1460,139854000
1461,139853900
1462,139853800
1463,139853700
1464,139853600
1465,139853500
1466,139853400
1467,139853300
1468,139853200
1469,139853100
1470,139853000
1471,139852900
1472,139852800
1473,139852700
1474,139852600
1475,139852500
1476,139852400
1477,139852300
1478,139852200
1479,139852100
1480,139852000
1481,139851900
1482,139851800
1483,139851700
1484,139851600
1485,139851500
1486,139851400
1487,139851300
1488,139851200
1489,139851100
1490,139851000
1491,139850900
1492,139850800
1493,139850700
1494,139850600
1495,139850500
1496,139850400
1497,139850300
1498,139850200
1499,139850100
1500,139850000
1501,139849900
1502,139849800
1503,139849700
1504,139849600
1505,139849500
1506,139849400
1507,139849300
1508,139849200
1509,139849100
1510,139849000
1511,139848900
1512,139848800
1513,139848700
1514,139848600
1515,139848500
1516,139848400
1517,139848300
1518,139848200
1519,139848100
1520,139848000
1521,139847900
1522,139847800
1523,139847700
1524,139847600
1525,139847500
1526,139847400
1527,139847300
1528,139847200
1529,139847100
1530,139847000
1531,139846900
1532,139846800
1533,139846700
1534,139846600
1535,139846500
1536,139846400
1537,139846300
1538,139846200
1539,139846100
1540,139846000
1541,139845900
1542,139845800
1543,139845700
1544,139845600
1545,139845500
1546,139845400
1547,139845300
1548,139845200
1549,139845100
1550,139845000
1551,139844900
1552,139844800
1553,139844700
1554,139844600
1555,139844500
1556,139844400
1557,139844300
1558,139844200
1559,139844100
1560,139844000
1561,139843900
1562,139843800
1563,139843700
1564,139843600
1565,139843500
1566,139843400
1567,139843300
1568,139843200
1569,139843100
1570,139843000
1571,139842900
1572,139842800
1573,139842700
1574,139842600
1575,139842500
1576,139842400
1577,139842300
1578,139842200
1579,139842100
1580,139842000
1581,139841900
1582,139841800
1583,139841700
1584,139841600
1585,139841500
1586,139841400
1587,139841300
1588,139841200
1589,139841100
1590,139841000
1591,139840900
1592,139840800
1593,139840700
1594,139840600
1595,139840500
1596,139840400
1597,139840300
1598,139840200
1599,139840100
1600,139840000
1601,139839900
1602,139839800
1603,139839700
1604,139839600
1605,139839500
1606,139839400
1607,139839300
1608,139839200
1609,139839100
1610,139839000
1611,139838900
1612,139838800
1613,139838700
1614,139838600
1615,139838500
1616,139838400
1617,139838300
1618,139838200
1619,139838100
1620,139838000
1621,139837900
1622,139837800
1623,139837700
1624,139837600
1625,139837500
1626,139837400
1627,139837300
1628,139837200
1629,139837100
1630,139837000
1631,139836900
1632,139836800
1633,139836700
1634,139836600
1635,139836500
1636,139836400
1637,139836300
1638,139836200
1639,139836100
1640,139836000
1641,139835900
1642,139835800
1643,139835700
1644,139835600
1645,139835500
1646,139835400
1647,139835300
1648,139835200
1649,139835100
1650,139835000
1651,139834900
1652,139834800
1653,139834700
1654,139834600
1655,139834500
1656,139834400
1657,139834300
1658,139834200
1659,139834100
1660,139834000
1661,139833900
1662,139833800
1663,139833700
1664,139833600
1665,139833500
1666,139833400
1667,139833300
1668,139833200
1669,139833100
1670,139833000
1671,139832900
1672,139832800
1673,139832700
1674,139832600
1675,139832500
1676,139832400
1677,139832300
1678,139832200
1679,139832100
1680,139832000
1681,139831900
1682,139831800
1683,139831700
1684,139831600
1685,139831500
1686,139831400
1687,139831300
1688,139831200
1689,139831100
1690,139831000
1691,139830900
1692,139830800
1693,139830700
1694,139830600
1695,139830500
1696,139830400
1697,139830300
1698,139830200
1699,139830100
1700,139830000
1701,139829900
1702,139829800
1703,139829700
1704,139829600
1705,139829500
1706,139829400
1707,139829300
1708,139829200
1709,139829100
1710,139829000
1711,139828900
1712,139828800
1713,139828700
1714,139828600
1715,139828500
1716,139828400
1717,139828300
1718,139828200
1719,139828100
1720,139828000
1721,139827900
1722,139827800
1723,139827700
1724,139827600
1725,139827500
1726,139827400
1727,139827300
1728,139827200
1729,139827100
1730,139827000
1731,139826900
1732,139826800
1733,139826700
1734,139826600
1735,139826500
1736,139826400
1737,139826300
1738,139826200
1739,139826100
1740,139826000
1741,139825900
1742,139825800
1743,139825700
1744,139825600
1745,139825500
1746,139825400
1747,139825300
1748,139825200
1749,139825100
1750,139825000
1751,139824900
1752,139824800
1753,139824700
1754,139824600
1755,139824500
1756,139824400
1757,139824300
1758,139824200
1759,139824100
1760,139824000
1761,139823900
1762,139823800
1763,139823700
1764,139823600
1765,139823500
1766,139823400
1767,139823300
1768,139823200
1769,139823100
1770,139823000
1771,139822900
1772,139822800
1773,139822700
1774,139822600
1775,139822500
1776,139822400
1777,139822300
1778,139822200
1779,139822100
1780,139822000
1781,139821900
1782,139821800
1783,139821700
1784,139821600
1785,139821500
1786,139821400
1787,139821300
1788,139821200
1789,139821100
1790,139821000
1791,139820900
1792,139820800
1793,139820700
1794,139820600
1795,139820500
1796,139820400
1797,139820300
1798,139820200
1799,139820100
1800,139820000
1801,139819900
1802,139819800
1803,139819700
1804,139819600
1805,139819500
1806,139819400
1807,139819300
1808,139819200
1809,139819100
1810,139819000
1811,139818900
1812,139818800
1813,139818700
1814,139818600
1815,139818500
1816,139818400
1817,139818300
1818,139818200
1819,139818100
1820,139818000
1821,139817900
1822,139817800
1823,139817700
1824,139817600
1825,139817500
1826,139817400
1827,139817300
1828,139817200
1829,139817100
1830,139817000
1831,139816900
1832,139816800
1833,139816700
1834,139816600
1835,139816500
1836,139816400
1837,139816300
1838,139816200
1839,139816100
1840,139816000
1841,139815900
1842,139815800
1843,139815700
1844,139815600
1845,139815500
1846,139815400
1847,139815300
1848,139815200
1849,139815100
1850,139815000
1851,139814900
1852,139814800
1853,139814700
1854,139814600
1855,139814500
1856,139814400
1857,139814300
1858,139814200
1859,139814100
1860,139814000
1861,139813900
1862,139813800
1863,139813700
1864,139813600
1865,139813500
1866,139813400
1867,139813300
1868,139813200
1869,139813100
1870,139813000
1871,139812900
1872,139812800
1873,139812700
1874,139812600
1875,139812500
1876,139812400
1877,139812300
1878,139812200
1879,139812100
1880,139812000
1881,139811900
1882,139811800
1883,139811700
1884,139811600
1885,139811500
1886,139811400
1887,139811300
1888,139811200
1889,139811100
1890,139811000
1891,139810900
1892,139810800
1893,139810700
1894,139810600
1895,139810500
1896,139810400
1897,139810300
1898,139810200
1899,139810100
1900,139810000
1901,139809900
1902,139809800
1903,139809700
1904,139809600
1905,139809500
1906,139809400
1907,139809300
1908,139809200
1909,139809100
1910,139809000
1911,139808900
1912,139808800
1913,139808700
1914,139808600
1915,139808500
1916,139808400
1917,139808300
1918,139808200
1919,139808100
1920,139808000
1921,139807900
1922,139807800
1923,139807700
1924,139807600
1925,139807500
1926,139807400
1927,139807300
1928,139807200
1929,139807100
1930,139807000
1931,139806900
1932,139806800
1933,139806700
1934,139806600
1935,139806500
1936,139806400
1937,139806300
1938,139806200
1939,139806100
1940,139806000
1941,139805900
1942,139805800
1943,139805700
1944,139805600
1945,139805500
1946,139805400
1947,139805300
1948,139805200
1949,139805100
1950,139805000
1951,139804900
1952,139804800
1953,139804700
1954,139804600
1955,139804500
1956,139804400
1957,139804300
1958,139804200
1959,139804100
1960,139804000
1961,139803900
1962,139803800
1963,139803700
1964,139803600
1965,139803500
1966,139803400
1967,139803300
1968,139803200
1969,139803100
1970,139803000
1971,139802900
1972,139802800
1973,139802700
1974,139802600
1975,139802500
1976,139802400
1977,139802300
1978,139802200
1979,139802100
1980,139802000
1981,139801900
1982,139801800
1983,139801700
1984,139801600
1985,139801500
1986,139801400
1987,139801300
1988,139801200
1989,139801100
1990,139801000
1991,139800900
1992,139800800
1993,139800700
1994,139800600
1995,139800500
1996,139800400
1997,139800300
1998,139800200
1999,139800100
2000,139800000
2001,139799900
2002,139799800
2003,139799700
2004,139799600
2005,139799500
2006,139799400
2007,139799300
2008,139799200
2009,139799100
2010,139799000
2011,139798900
2012,139798800
2013,139798700
2014,139798600
2015,139798500
2016,139798400
2017,139798300
2018,139798200
2019,139798100
2020,139798000
2021,139797900
2022,139797800
2023,139797700
2024,139797600
2025,139797500
2026,139797400
2027,139797300
2028,139797200
2029,139797100
2030,139797000
2031,139796900
2032,139796800
2033,139796700
2034,139796600
2035,139796500
2036,139796400
2037,139796300
2038,139796200
2039,139796100
2040,139796000
2041,139795900
2042,139795800
2043,139795700
2044,139795600
2045,139795500
2046,139795400
2047,139795300
2048,139795200
2049,139795100
2050,139795000
2051,139794900
2052,139794800
2053,139794700
2054,139794600
2055,139794500
2056,139794400
2057,139794300
2058,139794200
2059,139794100
2060,139794000
2061,139793900
2062,139793800
2063,139793700
2064,139793600
2065,139793500
2066,139793400
2067,139793300
2068,139793200
2069,139793100
2070,139793000
2071,139792900
2072,139792800
2073,139792700
2074,139792600
2075,139792500
2076,139792400
2077,139792300
2078,139792200
2079,139792100
2080,139792000
2081,139791900
2082,139791800
2083,139791700
2084,139791600
2085,139791500
2086,139791400
2087,139791300
2088,139791200
2089,139791100
2090,139791000
2091,139790900
2092,139790800
2093,139790700
2094,139790600
2095,139790500
2096,139790400
2097,139790300
2098,139790200
2099,139790100
2100,139790000
2101,139789900
2102,139789800
2103,139789700
2104,139789600
2105,139789500
2106,139789400
2107,139789300
2108,139789200
2109,139789100
2110,139789000
2111,139788900
2112,139788800
2113,139788700
2114,139788600
2115,139788500
2116,139788400
2117,139788300
2118,139788200
2119,139788100
2120,139788000
2121,139787900
2122,139787800
2123,139787700
2124,139787600
2125,139787500
2126,139787400
2127,139787300
2128,139787200
2129,139787100
2130,139787000
2131,139786900
2132,139786800
2133,139786700
2134,139786600
2135,139786500
2136,139786400
2137,139786300
2138,139786200
2139,139786100
